,Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,No.,Ht,Wt,Birth Date,Birth,Exp,College,Season,Team
11,16.0,Alex Len,31.0,C,10,4,12.2,1.0,2.2,0.455,0.1,0.3,0.333,0.9,1.9,0.474,0.477,0.1,0.4,0.25,1.3,1.8,3.1,0.8,0.1,0.3,0.9,2.1,2.2,,27.0,7-0,250.0,"June 16, 1993",ua UA,11,Maryland,2024,LAL
12,17.0,Shake Milton,28.0,SG,30,1,11.5,1.4,3.2,0.433,0.3,1.1,0.294,1.1,2.1,0.508,0.485,0.7,0.9,0.846,0.5,1.3,1.8,1.3,0.3,0.1,0.7,0.8,3.9,,20.0,6-5,205.0,"September 26, 1996",us US,6,SMU,2024,LAL
13,22.0,Bronny James,20.0,SG,27,1,6.7,0.8,2.5,0.313,0.3,1.2,0.281,0.4,1.3,0.343,0.381,0.4,0.5,0.786,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,2.3,,9.0,6-2,210.0,"October 6, 2004",us US,R,USC,2024,LAL
0,1.0,Nikola JokiÄ,29.0,C,70,70,36.7,11.2,19.5,0.576,2.0,4.7,0.417,9.3,14.8,0.627,0.627,5.2,6.4,0.8,2.9,9.9,12.7,10.2,1.8,0.6,3.3,2.3,29.6,,15.0,6-11,284.0,"February 19, 1995",rs RS,9,,2024,DEN
1,2.0,Jamal Murray,27.0,PG,67,67,36.1,7.9,16.7,0.474,2.3,5.9,0.393,5.6,10.8,0.518,0.543,3.3,3.7,0.886,0.7,3.2,3.9,6.0,1.4,0.5,2.1,1.9,21.4,,27.0,6-4,215.0,"February 23, 1997",ca CA,7,Kentucky,2024,DEN
2,3.0,Christian Braun,23.0,SG,79,77,33.9,6.0,10.4,0.58,1.1,2.8,0.397,4.9,7.6,0.648,0.634,2.2,2.7,0.827,1.2,3.9,5.2,2.6,1.1,0.5,1.0,2.2,15.4,,0.0,6-6,218.0,"April 17, 2001",us US,2,Kansas,2024,DEN
3,4.0,Michael Porter Jr.,26.0,SF,77,77,33.7,6.9,13.6,0.504,2.5,6.4,0.395,4.4,7.3,0.599,0.596,1.9,2.5,0.768,1.8,5.2,7.0,2.1,0.6,0.5,1.4,2.0,18.2,,1.0,6-10,218.0,"June 29, 1998",us US,5,Missouri,2024,DEN
4,5.0,Aaron Gordon,29.0,PF,51,42,28.4,5.2,9.7,0.531,1.5,3.4,0.436,3.7,6.4,0.582,0.607,2.8,3.5,0.81,1.6,3.3,4.8,3.2,0.5,0.3,1.4,1.6,14.7,,32.0,6-8,235.0,"September 16, 1995",us US,10,Arizona,2024,DEN
5,6.0,Russell Westbrook,36.0,PG,75,36,27.9,5.0,11.1,0.449,1.3,3.9,0.323,3.7,7.2,0.517,0.505,2.1,3.1,0.661,1.4,3.6,4.9,6.1,1.4,0.5,3.2,2.5,13.3,,4.0,6-4,200.0,"November 12, 1988",us US,16,UCLA,2024,DEN
6,7.0,Peyton Watson,22.0,SF,68,18,24.4,3.0,6.3,0.477,0.7,2.0,0.353,2.3,4.3,0.534,0.533,1.4,2.0,0.693,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,8.1,,8.0,6-8,200.0,"September 11, 2002",us US,2,UCLA,2024,DEN
7,8.0,Julian Strawther,22.0,SG,65,4,21.3,3.2,7.5,0.432,1.4,4.1,0.349,1.8,3.3,0.535,0.529,1.1,1.4,0.822,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.3,9.0,,3.0,6-7,205.0,"April 18, 2002",us US,1,Gonzaga,2024,DEN
8,9.0,Jalen Pickett,25.0,SG,49,4,13.6,1.6,3.7,0.428,0.8,2.1,0.396,0.8,1.6,0.468,0.539,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,,24.0,6-4,209.0,"October 22, 1999",us US,1,"Siena College, Penn State",2024,DEN
9,10.0,Dario Å ariÄ,30.0,C,16,4,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.9,2.0,0.438,0.422,0.4,0.6,0.7,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,,9.0,6-10,225.0,"April 8, 1994",hr HR,7,,2024,DEN
10,11.0,DeAndre Jordan,36.0,C,56,5,12.3,1.6,2.5,0.65,0.0,0.0,,1.6,2.5,0.65,0.65,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7,,6.0,6-11,265.0,"July 21, 1988",us US,16,Texas A&M,2024,DEN
11,12.0,Zeke Nnaji,24.0,PF,57,4,10.7,1.2,2.5,0.496,0.3,0.9,0.327,0.9,1.6,0.596,0.557,0.5,0.8,0.614,0.6,1.0,1.6,0.4,0.4,0.7,0.2,1.1,3.2,,22.0,6-9,240.0,"January 9, 2001",us US,4,Arizona,2024,DEN
12,13.0,Vlatko ÄanÄar,27.0,PF,13,0,10.5,0.8,2.0,0.385,0.3,1.2,0.267,0.5,0.8,0.545,0.462,0.0,0.0,,0.5,2.0,2.5,0.7,0.2,0.2,0.8,0.8,1.8,,31.0,6-8,236.0,"April 10, 1997",si SI,4,,2024,DEN
13,14.0,Hunter Tyson,24.0,PF,51,2,7.8,0.9,2.4,0.375,0.5,1.5,0.311,0.4,0.9,0.478,0.471,0.4,0.5,0.75,0.5,1.0,1.5,0.4,0.2,0.1,0.3,0.9,2.6,,5.0,6-8,215.0,"June 13, 2000",us US,1,Clemson,2024,DEN
0,1.0,James Harden,35.0,PG,79,79,35.3,6.7,16.4,0.41,3.0,8.5,0.352,3.7,7.9,0.472,0.501,6.4,7.3,0.874,0.7,5.1,5.8,8.7,1.5,0.7,4.3,2.1,22.8,,1.0,6-5,220.0,"August 26, 1989",us US,15,Arizona State,2024,LAC
1,2.0,Ivica Zubac,27.0,C,80,80,32.8,7.4,11.8,0.628,0.0,0.0,,7.4,11.8,0.628,0.628,2.0,3.0,0.661,3.8,8.9,12.6,2.7,0.7,1.1,1.6,2.1,16.8,,40.0,7-0,240.0,"March 18, 1997",ba BA,8,,2024,LAC
2,3.0,Norman Powell,31.0,SG,60,60,32.6,7.6,15.8,0.484,3.0,7.1,0.418,4.6,8.6,0.538,0.578,3.6,4.4,0.804,0.4,2.8,3.2,2.1,1.2,0.2,1.8,1.9,21.8,,24.0,6-3,215.0,"May 25, 1993",us US,9,UCLA,2024,LAC
3,4.0,Kawhi Leonard,33.0,SF,37,37,31.9,8.4,16.8,0.498,2.1,5.1,0.411,6.3,11.7,0.536,0.56,2.6,3.3,0.81,0.9,5.0,5.9,3.1,1.6,0.5,1.9,1.5,21.5,,2.0,6-7,225.0,"June 29, 1991",us US,12,San Diego State,2024,LAC
4,5.0,Bogdan BogdanoviÄ,32.0,SG,30,4,25.0,4.2,8.9,0.474,2.0,4.8,0.427,2.2,4.2,0.528,0.588,0.9,1.1,0.875,0.4,2.7,3.1,3.2,0.7,0.2,1.2,2.3,11.4,,10.0,6-5,220.0,"August 18, 1992",rs RS,7,,2024,LAC
5,6.0,Derrick Jones Jr.,27.0,SF,77,55,24.3,4.0,7.6,0.526,1.0,2.8,0.356,3.0,4.8,0.627,0.593,1.1,1.5,0.703,1.2,2.2,3.4,0.8,1.0,0.4,0.9,2.0,10.1,,55.0,6-5,210.0,"February 15, 1997",us US,8,UNLV,2024,LAC
6,7.0,Amir Coffey,27.0,SG,72,13,24.3,3.3,7.1,0.471,1.4,3.4,0.409,1.9,3.7,0.529,0.57,1.6,1.8,0.891,0.4,1.8,2.2,1.1,0.6,0.1,0.6,1.7,9.7,,7.0,6-7,210.0,"June 17, 1997",us US,5,Minnesota,2024,LAC
7,8.0,Kris Dunn,30.0,PG,74,58,24.1,2.6,5.9,0.439,1.0,3.0,0.335,1.6,2.9,0.549,0.525,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1.0,2.7,6.4,,8.0,6-3,205.0,"March 18, 1994",us US,8,Providence,2024,LAC
8,11.0,Nicolas Batum,36.0,PF,78,8,17.5,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.4,0.457,0.622,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,,33.0,6-8,230.0,"December 14, 1988",fr FR,16,,2024,LAC
9,12.0,Ben Simmons,28.0,PG,18,0,16.4,1.3,2.9,0.434,0.0,0.0,,1.3,2.9,0.434,0.434,0.3,0.4,0.857,0.9,2.9,3.8,3.1,0.7,0.4,0.8,1.4,2.9,,25.0,6-10,240.0,"July 20, 1996",au AU,6,LSU,2024,LAC
10,14.0,Jordan Miller,25.0,SF,37,0,11.4,1.6,3.6,0.433,0.2,1.0,0.211,1.4,2.6,0.521,0.463,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,,11.0,6-7,195.0,"January 23, 2000",us US,1,"George Mason, Miami (FL)",2024,LAC
11,16.0,Drew Eubanks,27.0,C,24,0,7.4,1.1,2.0,0.551,0.0,0.0,0.0,1.1,2.0,0.563,0.551,0.5,0.6,0.786,0.8,1.6,2.4,0.4,0.1,0.3,0.4,0.7,2.7,,15.0,6-9,245.0,"February 1, 1997",us US,6,Oregon State,2024,LAC
12,18.0,Kobe Brown,25.0,PF,40,0,6.8,0.8,1.8,0.458,0.2,0.7,0.231,0.7,1.2,0.587,0.5,0.1,0.2,0.714,0.5,1.2,1.6,0.6,0.2,0.1,0.3,0.6,1.9,,21.0,6-7,250.0,"January 1, 2000",us US,1,Missouri,2024,LAC
13,20.0,Patty Mills,36.0,PG,12,0,5.1,0.8,1.7,0.5,0.8,1.5,0.5,0.1,0.2,0.5,0.725,0.7,0.8,0.889,0.1,0.0,0.1,0.4,0.1,0.0,0.1,1.0,3.1,,88.0,6-2,180.0,"August 11, 1988",au AU,15,Saint Mary's,2024,LAC
14,22.0,Cam Christie,19.0,SG,13,0,4.5,0.5,1.8,0.292,0.2,1.0,0.154,0.4,0.8,0.455,0.333,0.2,0.3,0.5,0.2,0.7,0.9,0.5,0.4,0.1,0.2,0.3,1.4,,12.0,6-5,190.0,"July 24, 2005",us US,R,Minnesota,2024,LAC
0,1.0,Anthony Edwards,23.0,SG,79,79,36.3,9.1,20.4,0.447,4.1,10.3,0.395,5.1,10.1,0.501,0.547,5.3,6.3,0.837,0.8,4.9,5.7,4.5,1.2,0.6,3.2,1.9,27.6,,5,6-4,225.0,"August 5, 2001",us US,4,Georgia,2024,MIN
1,2.0,Rudy Gobert,32.0,C,72,72,33.2,4.7,7.1,0.669,0.0,0.0,,4.7,7.1,0.669,0.669,2.6,3.8,0.674,3.7,7.2,10.9,1.8,0.8,1.4,1.2,2.5,12.0,,27,7-1,258.0,"June 26, 1992",fr FR,11,,2024,MIN
2,3.0,Julius Randle,30.0,PF,69,69,32.3,6.6,13.6,0.485,1.6,4.6,0.344,5.0,9.1,0.555,0.542,3.9,4.9,0.806,2.1,5.0,7.1,4.7,0.7,0.2,2.8,2.5,18.7,,30,6-9,250.0,"November 29, 1994",us US,10,Kentucky,2024,MIN
3,4.0,Jaden McDaniels,24.0,PF,82,82,31.9,4.9,10.2,0.477,1.2,3.7,0.33,3.6,6.5,0.561,0.537,1.3,1.6,0.813,1.6,4.2,5.7,2.0,1.3,0.9,1.2,2.7,12.2,,3,6-9,185.0,"September 29, 2000",us US,4,Washington,2024,MIN
4,5.0,Naz Reid,25.0,C,80,17,27.5,5.3,11.5,0.462,2.2,5.8,0.379,3.1,5.8,0.544,0.556,1.4,1.8,0.776,1.2,4.9,6.0,2.3,0.7,0.9,1.4,2.4,14.2,,11,6-9,264.0,"August 26, 1999",us US,5,LSU,2024,MIN
5,6.0,Donte DiVincenzo,28.0,SG,62,10,25.9,4.0,9.6,0.422,2.8,7.1,0.397,1.2,2.5,0.49,0.568,0.8,1.0,0.778,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,11.7,,0,6-4,203.0,"January 31, 1997",us US,6,Villanova,2024,MIN
6,7.0,Nickeil Alexander-Walker,26.0,SG,82,10,25.3,3.3,7.5,0.438,1.7,4.5,0.381,1.6,3.0,0.524,0.553,1.1,1.4,0.78,0.7,2.6,3.2,2.7,0.6,0.4,1.2,1.7,9.4,,9,6-5,205.0,"September 2, 1998",ca CA,5,Virginia Tech,2024,MIN
7,8.0,Mike Conley,37.0,PG,71,64,24.7,2.6,6.6,0.4,1.8,4.4,0.41,0.8,2.2,0.38,0.535,1.1,1.3,0.9,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.2,,10,6-0,175.0,"October 11, 1987",us US,17,Ohio State,2024,MIN
8,9.0,Jaylen Clark,23.0,SG,40,4,13.1,1.4,3.0,0.467,0.6,1.3,0.431,0.9,1.7,0.493,0.558,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,,22,6-5,205.0,"October 13, 2001",us US,R,UCLA,2024,MIN
9,10.0,Terrence Shannon Jr.,24.0,SG,32,1,10.6,1.7,3.6,0.482,0.3,1.0,0.355,1.4,2.6,0.53,0.531,0.5,0.7,0.81,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.8,4.3,,0,6-6,215.0,"July 30, 2000",us US,R,"Texas Tech, Illinois",2024,MIN
10,11.0,Rob Dillingham,20.0,PG,49,1,10.5,1.9,4.3,0.441,0.5,1.5,0.338,1.4,2.8,0.496,0.5,0.2,0.3,0.533,0.2,0.8,1.0,2.0,0.4,0.0,1.1,0.8,4.5,,4,6-1,176.0,"January 4, 2005",us US,R,Kentucky,2024,MIN
11,12.0,Joe Ingles,37.0,SF,19,1,6.0,0.3,1.2,0.261,0.2,0.8,0.2,0.2,0.4,0.375,0.326,0.0,0.0,,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.6,0.8,,7,6-8,220.0,"October 2, 1987",au AU,10,,2024,MIN
12,13.0,Josh Minott,22.0,SF,46,0,6.0,1.0,2.0,0.489,0.3,0.9,0.326,0.7,1.0,0.638,0.567,0.4,0.4,0.895,0.3,0.8,1.0,0.4,0.3,0.3,0.2,0.7,2.6,,8,6-8,205.0,"November 25, 2002",us US,2,Memphis,2024,MIN
13,14.0,Luka Garza,26.0,C,39,0,5.6,1.3,2.7,0.495,0.3,0.9,0.278,1.1,1.8,0.609,0.543,0.6,0.9,0.686,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,3.5,,55,6-10,235.0,"December 27, 1998",us US,3,Iowa,2024,MIN
14,19.0,Leonard Miller,21.0,SF,13,0,2.5,0.5,1.2,0.4,0.0,0.4,0.0,0.5,0.8,0.6,0.4,0.6,0.6,1.0,0.2,0.6,0.8,0.0,0.2,0.1,0.2,0.2,1.5,,33,6-10,210.0,"November 26, 2003",ca CA,1,,2024,MIN
0,1.0,Jimmy Butler,35.0,SF,30,30,32.7,5.3,11.1,0.476,0.6,2.3,0.279,4.7,8.9,0.526,0.504,6.7,7.7,0.87,2.3,3.2,5.5,5.9,1.7,0.3,1.5,1.0,17.9,,10.0,6-7,230.0,"September 14, 1989",us US,13,"Tyler Junior College, Marquette",2024,GSW
1,2.0,Stephen Curry,36.0,PG,70,70,32.2,8.1,18.0,0.448,4.4,11.2,0.397,3.6,6.8,0.534,0.572,4.0,4.3,0.933,0.6,3.9,4.4,6.0,1.1,0.4,2.9,1.4,24.5,,30.0,6-2,185.0,"March 14, 1988",us US,15,Davidson,2024,GSW
2,4.0,Draymond Green,34.0,PF,68,66,29.2,3.2,7.5,0.424,1.2,3.6,0.325,2.0,3.9,0.517,0.503,1.5,2.2,0.687,1.1,5.0,6.1,5.6,1.5,1.0,2.6,3.2,9.0,,23.0,6-6,230.0,"March 4, 1990",us US,12,Michigan State,2024,GSW
3,5.0,Brandin Podziemski,21.0,SG,64,33,26.8,4.4,9.8,0.445,1.8,4.8,0.372,2.6,5.0,0.516,0.537,1.1,1.5,0.758,1.0,4.1,5.1,3.4,1.1,0.2,1.2,1.5,11.7,,2.0,6-5,205.0,"February 25, 2003",us US,1,"Illinois, Santa Clara",2024,GSW
4,7.0,Jonathan Kuminga,22.0,PF,47,10,24.3,5.5,12.1,0.454,1.0,3.2,0.305,4.5,8.9,0.508,0.495,3.3,5.0,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,15.3,,0.0,6-8,210.0,"October 6, 2002",cd CD,3,,2024,GSW
5,8.0,Buddy Hield,32.0,SG,82,22,22.7,4.0,9.6,0.417,2.5,6.7,0.37,1.5,2.9,0.527,0.546,0.6,0.8,0.828,0.6,2.6,3.2,1.6,0.8,0.3,1.1,1.6,11.1,,7.0,6-4,220.0,"December 17, 1992",bs BS,8,Oklahoma,2024,GSW
6,9.0,Moses Moody,22.0,SG,74,34,22.3,3.3,7.7,0.433,1.7,4.6,0.374,1.6,3.1,0.519,0.544,1.4,1.8,0.797,0.7,1.9,2.6,1.3,0.8,0.4,0.7,1.6,9.8,,4.0,6-5,205.0,"May 31, 2002",us US,3,Arkansas,2024,GSW
7,12.0,Quinten Post,24.0,PF,42,14,16.3,2.9,6.5,0.449,1.7,4.3,0.408,1.2,2.3,0.526,0.582,0.5,0.6,0.778,0.8,2.7,3.5,1.3,0.4,0.4,0.8,2.0,8.1,,21.0,7-0,238.0,"March 21, 2000",nl NL,R,"Mississippi State, Boston College",2024,GSW
8,13.0,Trayce Jackson-Davis,24.0,C,62,37,15.6,2.8,4.9,0.576,0.0,0.0,0.0,2.8,4.8,0.582,0.576,1.0,1.6,0.578,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,6.6,,32.0,6-9,245.0,"February 22, 2000",us US,1,Indiana,2024,GSW
9,14.0,Kevon Looney,28.0,C,76,6,15.0,1.9,3.7,0.514,0.0,0.1,0.4,1.9,3.6,0.516,0.518,0.7,1.3,0.566,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2.0,4.5,,5.0,6-9,222.0,"February 6, 1996",us US,9,UCLA,2024,GSW
10,15.0,Gary Payton II,32.0,SG,62,11,15.0,2.8,4.8,0.574,0.5,1.5,0.326,2.3,3.3,0.69,0.626,0.4,0.6,0.711,0.9,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.5,,0.0,6-2,190.0,"December 1, 1992",us US,8,Oregon State,2024,GSW
11,17.0,Gui Santos,22.0,PF,56,2,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,,15.0,6-8,209.0,"June 22, 2002",br BR,1,,2024,GSW
12,20.0,Pat Spencer,28.0,PG,39,0,6.4,1.1,2.6,0.406,0.1,0.6,0.227,0.9,2.0,0.456,0.431,0.3,0.4,0.733,0.4,0.8,1.2,1.2,0.4,0.1,0.5,0.5,2.5,,61.0,6-3,205.0,"July 4, 1996",us US,1,"Loyola (MD), Northwestern",2024,GSW
13,21.0,Kevin Knox,25.0,SF,14,0,6.0,1.3,2.6,0.5,0.3,1.1,0.267,1.0,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3,,31.0,6-7,215.0,"August 11, 1999",us US,6,Kentucky,2024,GSW
14,22.0,Braxton Key,27.0,SF,3,0,3.7,0.0,1.3,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.0,,12.0,6-8,230.0,"February 14, 1997",us US,3,"Alabama, Virginia",2024,GSW
0,1.0,Desmond Bane,26.0,SG,69,68,32.0,7.1,14.8,0.484,2.4,6.1,0.392,4.8,8.7,0.548,0.565,2.6,2.9,0.894,0.9,5.2,6.1,5.3,1.2,0.4,2.4,2.4,19.2,,22,6-5,215.0,"June 25, 1998",us US,4,TCU,2024,MEM
1,2.0,Ja Morant,25.0,PG,50,50,30.4,8.1,17.8,0.454,1.8,5.7,0.309,6.3,12.1,0.523,0.504,5.3,6.4,0.824,0.7,3.4,4.1,7.3,1.2,0.2,3.7,2.3,23.2,,12,6-2,174.0,"August 10, 1999",us US,5,Murray State,2024,MEM
2,3.0,Jaren Jackson Jr.,25.0,C,74,74,29.8,8.0,16.4,0.488,2.0,5.3,0.375,6.0,11.1,0.541,0.548,4.2,5.4,0.781,1.2,4.4,5.6,2.0,1.2,1.5,2.1,3.5,22.2,,13,6-10,242.0,"September 15, 1999",us US,6,Michigan State,2024,MEM
3,4.0,Jaylen Wells,21.0,SG,79,74,25.9,3.6,8.6,0.425,1.7,5.0,0.352,1.9,3.6,0.525,0.527,1.4,1.7,0.822,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,10.4,,0,6-7,206.0,"August 26, 2003",us US,R,"Sonoma State University, Washington State",2024,MEM
4,5.0,Santi Aldama,24.0,PF,65,16,25.5,4.8,10.0,0.483,1.8,5.0,0.368,3.0,5.0,0.599,0.576,1.0,1.4,0.691,1.4,5.0,6.4,2.9,0.8,0.4,1.1,1.2,12.5,,7,6-11,224.0,"January 10, 2001",es ES,3,Loyola (MD),2024,MEM
5,6.0,Luke Kennard,28.0,SG,65,11,22.6,3.2,6.6,0.478,1.7,4.0,0.433,1.4,2.6,0.547,0.609,0.8,0.9,0.895,0.6,2.2,2.8,3.3,0.8,0.1,1.1,0.9,8.9,,10,6-5,206.0,"June 24, 1996",us US,7,Duke,2024,MEM
6,7.0,Zach Edey,22.0,C,66,55,21.5,3.8,6.6,0.58,0.3,0.8,0.346,3.5,5.8,0.612,0.6,1.4,1.9,0.709,3.5,4.8,8.3,1.0,0.5,1.3,1.3,2.8,9.2,,14,7-4,305.0,"May 14, 2002",ca CA,R,Purdue,2024,MEM
7,8.0,Scotty Pippen Jr.,24.0,PG,79,21,21.3,3.6,7.5,0.48,1.1,2.8,0.397,2.5,4.7,0.528,0.553,1.5,2.2,0.713,0.8,2.5,3.3,4.4,1.3,0.4,1.7,2.6,9.9,,1,6-1,185.0,"November 10, 2000",us US,2,Vanderbilt,2024,MEM
8,11.0,Brandon Clarke,28.0,PF,64,18,18.9,3.7,5.9,0.621,0.0,0.3,0.059,3.7,5.7,0.647,0.622,1.0,1.4,0.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,,15,6-8,215.0,"September 19, 1996",ca CA,5,"San Jose State, Gonzaga",2024,MEM
9,12.0,Vince Williams Jr.,24.0,SG,27,5,18.5,2.5,6.2,0.401,1.0,3.5,0.274,1.5,2.7,0.569,0.479,0.7,0.9,0.792,0.8,2.8,3.6,2.0,0.4,0.3,1.2,1.7,6.6,,5,6-4,205.0,"August 30, 2000",us US,2,VCU,2024,MEM
10,13.0,GG Jackson II,20.0,PF,29,3,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,0.452,1.0,1.4,0.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2,,45,6-9,215.0,"December 17, 2004",us US,1,South Carolina,2024,MEM
11,14.0,John Konchar,28.0,SG,46,4,12.1,0.9,2.0,0.451,0.5,1.3,0.371,0.4,0.6,0.621,0.577,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4,,46,6-5,210.0,"March 22, 1996",us US,5,Purdue-Fort Wayne,2024,MEM
12,15.0,Jay Huff,26.0,C,64,2,11.7,2.5,4.8,0.515,1.3,3.1,0.405,1.2,1.6,0.724,0.648,0.7,0.9,0.786,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,6.9,,30,7-1,240.0,"August 25, 1998",us US,3,Virginia,2024,MEM
13,17.0,Lamar Stevens,27.0,PF,17,1,9.1,1.7,3.7,0.46,0.5,1.6,0.296,1.2,2.1,0.583,0.524,0.5,0.6,0.727,0.2,2.0,2.2,0.5,0.3,0.2,0.6,0.9,4.4,,8,6-6,230.0,"July 9, 1997",us US,4,Penn State,2024,MEM
14,18.0,Marvin Bagley III,25.0,PF,12,1,8.3,1.4,2.9,0.486,0.1,0.8,0.111,1.3,2.2,0.615,0.5,0.7,1.0,0.667,0.9,1.4,2.3,0.3,0.2,0.3,0.1,0.5,3.6,,35,6-10,235.0,"March 14, 1999",us US,6,Duke,2024,MEM
0,2.0,Zach LaVine,29.0,SG,32,32,36.6,8.2,16.0,0.511,3.2,7.2,0.446,5.0,8.8,0.564,0.611,2.8,3.2,0.874,0.3,3.2,3.5,3.8,0.6,0.1,2.7,1.8,22.4,,8,6-5,200.0,"March 10, 1995",us US,10,UCLA,2024,SAC
1,3.0,DeMar DeRozan,35.0,SF,77,77,35.9,8.1,17.0,0.477,1.1,3.3,0.328,7.0,13.7,0.513,0.509,4.9,5.7,0.857,0.6,3.2,3.9,4.4,0.8,0.4,1.4,1.9,22.2,,10,6-6,220.0,"August 7, 1989",us US,15,USC,2024,SAC
2,4.0,Domantas Sabonis,28.0,C,70,70,34.7,7.5,12.8,0.59,0.9,2.2,0.417,6.6,10.5,0.627,0.627,3.1,4.1,0.754,3.8,10.1,13.9,6.0,0.7,0.4,2.9,3.3,19.1,,11,6-10,240.0,"May 3, 1996",us US,8,Gonzaga,2024,SAC
3,5.0,Keegan Murray,24.0,PF,76,76,34.3,4.8,10.8,0.444,2.0,5.9,0.343,2.8,4.9,0.566,0.538,0.8,0.9,0.833,1.9,4.8,6.7,1.4,0.8,0.9,0.8,2.4,12.4,,13,6-8,215.0,"August 19, 2000",us US,2,Iowa,2024,SAC
4,6.0,Malik Monk,26.0,SG,65,45,31.6,6.3,14.4,0.439,2.1,6.6,0.325,4.2,7.9,0.534,0.513,2.4,2.7,0.865,0.5,3.3,3.8,5.6,0.9,0.6,2.4,2.4,17.2,,0,6-3,200.0,"February 4, 1998",us US,7,Kentucky,2024,SAC
5,7.0,Keon Ellis,25.0,SG,80,28,24.4,2.8,5.8,0.489,1.7,4.0,0.433,1.1,1.8,0.615,0.639,0.9,1.1,0.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,,23,6-6,175.0,"January 8, 2000",us US,2,"Florida SouthWestern State College, Alabama",2024,SAC
6,9.0,Trey Lyles,29.0,PF,69,5,19.6,2.3,5.4,0.42,1.2,3.4,0.34,1.1,2.0,0.559,0.528,0.8,1.2,0.7,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5,,41,6-9,234.0,"November 5, 1995",ca CA,9,Kentucky,2024,SAC
7,10.0,Jake LaRavia,23.0,PF,19,0,19.3,2.2,5.1,0.438,1.1,2.7,0.385,1.2,2.3,0.5,0.542,0.6,1.0,0.579,1.2,1.6,2.8,1.3,0.9,0.2,0.9,2.1,6.1,,33,6-8,235.0,"November 3, 2001",us US,2,"Indiana State University, Wake Forest",2024,SAC
8,11.0,Jonas ValanÄiÅ«nas,32.0,C,32,9,16.9,3.6,6.4,0.556,0.0,0.3,0.1,3.5,6.1,0.579,0.559,1.6,1.8,0.847,2.2,4.8,7.0,1.8,0.5,0.6,1.0,2.6,8.7,,17,6-11,265.0,"May 6, 1992",lt LT,12,,2024,SAC
9,12.0,Jae Crowder,34.0,PF,9,2,11.4,0.8,2.4,0.318,0.4,1.7,0.267,0.3,0.8,0.429,0.409,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0.0,0.4,1.1,2.6,,99,6-6,235.0,"July 6, 1990",us US,12,Marquette,2024,SAC
10,13.0,Devin Carter,22.0,PG,36,0,11.0,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,,22,6-2,195.0,"March 18, 2002",us US,R,"South Carolina, Providence",2024,SAC
